	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72
11	33383.5	209239.2	108956.2	45421.8	100975.3	64672.3	31248.3	140255.5	13543	15868	0	86634.8	48420.2	120744.8	100997.6	68172.9	33151.5	101336.7	11903.3	35523.6	138910.5	32601.8	27169.4	135639	79184.2	23601.8	92592.3	12075.8	65732.1	9526	17312.7	25905.5	93731.8	50912.8	130950.8	9129.2	50568.9	32296.4	19565.1	11198.2	96573.4	78655.5	24697	14854.4	12306.3	127792.6	120600.8	9614.4	127986.1	24533.8	57267.1	10344.5	10809	22608	31576.4	25075.3	39256	12931.5	71289	27792	60282.2	23905.4	53449.5	2905.9	77902.7	81851.6	24692.1	34506	31890.4	24955.9	19799.7	60772.6
12	74104.1	228923.1	41669.4	70090.8	37708.5	46303.7	95524.9	56892	79724.8	80144.6	87000.1	0	108684.8	47544.6	21126.4	52221	56372.5	18086.2	80359.4	55458.8	76021.6	119209.7	98203.9	52275.5	61111.6	84628	12132.7	79906	28241.1	96133.9	79951.4	112513.4	19190.3	62687	47587.3	82022	124296.3	96573	78097.7	80967.2	29286.6	15982.1	111304.9	79131	80292.6	64903.7	37237.3	81935.1	44721.9	98823.5	121543.7	80605	80558.2	109215.9	108058.8	85014	115738.4	79516.3	67807.6	114399.9	115852.3	88610.2	100226.3	89513.8	17983.9	22027.2	79086.7	93196.5	97686.2	89232.5	74669	26618.5
13	71680.6	176655.4	138693.2	41267.2	133750.3	62490.7	17394.1	162214.9	35638.5	33118.6	48379.2	108123.3	0	150481.8	127739.5	107143	65300.2	124619.2	37280.9	60763.5	173045.4	54036.6	72262.2	158888.6	118154.3	32226.6	118665.7	36827.5	94561.4	53762.3	33639.7	65043.9	123468.8	89882.9	154200.4	43109.1	28963.7	17163.2	53063.5	37888.7	126310.4	104131.6	67439.8	34147.2	37099	161927.5	142560.2	39255.9	151335	69663.3	13593	38400.2	38613.5	65350.8	39532.9	33700.1	45582.9	35942.8	110259.1	70534.8	12291.5	70760.8	9513.8	50892.9	107639.7	86548.8	37948	80364.2	76983.2	24351.1	45972.9	86248.7
14	88955.8	274736.1	13318.8	115382	20992.3	92116.7	133736.6	51619.2	117936.5	118356.3	120990.2	47375.8	150908.5	0	30185.6	55004.2	89173.8	42629.2	117682	91223	33332.3	142021	111894.8	46636.6	56129.4	122839.7	36024.9	117854.5	56037.9	121423.5	118163.1	135156.2	28765.7	72990.5	40322	116012.1	162508	134784.7	107458.1	116976.9	26474.7	53264.8	132672	117342.7	118085	24210.7	47652.5	116448.7	34799	113800.4	159755.4	116294.4	116511.3	129924.6	146270.5	123225.7	151960.5	117728	65828	128872.3	161665.3	103461.9	146039.3	120779.2	43013.9	67840.2	117298.4	102885	107374.7	127444.2	108659.1	66574.8
15	80045.7	248312.3	31721.7	89480	30940.8	65692.9	112347.3	43154.5	96547.2	96967	101403.4	20934.1	128074	30270.5	0	57789.8	69587	12668.2	97181.8	71636.2	62706.5	133110.9	104145.5	37659.4	65012.6	101450.4	9949.7	96728.4	36451.1	110537.2	96773.8	126414.6	11103.6	68524	32228.4	96425.3	141118.7	113395.4	92501	97390.1	22518.9	28176.8	124690.9	95953.4	97115	53584.9	23641	96861.9	27395.7	104765.1	138366.1	96707.6	96924.5	121272.3	124881.2	101836.4	132560.8	96338.7	72584.9	123810.3	135241.5	94551.8	119615.5	103917.1	23820.9	41416.4	95909.1	99033.5	103523.2	106054.9	89072.3	43440.9
16	36149.2	249810.9	43597.7	74745.3	35636.5	67293.2	90144.9	98521.1	72439.6	74764.6	69256.1	52039.2	107316.8	54656.8	57680.9	0	43773.3	65462.8	70799.9	47531.1	71155.5	89214.4	57924.8	93288.6	12961.2	79842.5	49483.8	70972.4	28792.3	68616.9	75165.9	81186.2	46837.4	18655.3	87213.2	69130	113295.6	91193	54651.5	70094.8	37057.6	41552.1	78702	73751	71202.9	60037.6	80636.9	69566.6	81911.4	59830.4	116163.7	69412.3	69629.2	75954.6	94303.1	80228.5	99153.9	71828.1	16045.2	74902.3	119178.8	49866	106264.2	67972.6	34871.8	53449.6	74301.2	48915	53404.7	83852.5	63618.9	36539.4
17	23447.8	210511.6	77155.8	32261.9	71875.6	41204.6	48256	109452.1	31431.6	32875.7	33100.1	55831.4	65427.9	88944.4	69197.2	43422.1	0	70533.3	29791.9	5047.7	111508	65309.7	47876.3	104835.6	55447.8	37359.1	60791.9	29964.4	33931.7	42233.9	32682.5	58613.4	61931.4	30081	100147.4	28122	75601.5	49304.1	24197.7	29086.8	64773	47852.1	57404.9	31862.1	30194.9	100390.1	89797.4	28558.6	96185.7	47439.6	74274.8	28404.3	28621.2	55315.9	58904	37745.1	66583.6	30820.1	50417.2	60499.9	77289.9	38282.6	63780.8	35613.8	46102.3	51048.2	31817.8	44284.4	48774.1	41963.6	20769	29969.2
18	87778.3	245039.2	41349.3	86206.9	40568.4	62419.8	110323.5	40628	94523.4	94943.2	101798.7	18222.3	124800.9	42618	12660.7	65790.6	71171.1	0	95158	70257.4	75054	134008.3	111878.1	38694.5	73737.7	99426.6	16848	94704.6	41868.2	110932.5	94750	127312	20731.2	76256.6	37114.7	96820.6	139094.9	111371.6	92896.3	95765.8	32146.5	30046.3	126103.5	93929.6	95091.2	64583.6	20973.3	96733.7	34249.3	112497.7	136342.3	95403.6	95356.8	124014.5	122857.4	99812.6	130537	94314.9	81310	129198.5	131968.4	102284.4	116342.4	104312.4	31553.5	38143.3	93885.3	106766.1	111255.8	104031.1	89467.6	41417.1
19	35248.4	198143.9	106022.4	34326.5	100742.2	53922.9	20153	133297.7	2447.7	4772.7	11947	79677	37324.9	117811	96472	70710.8	30217.7	94378.9	0	28329.6	140374.6	44156.6	38348.5	128681.2	81722.1	12506.5	87464.6	980.5	62127.5	21080.8	6217.4	37460.3	90798	53450.7	123993	6676.9	46617.6	21201.1	16631.3	1324.3	93639.6	71697.7	36251.8	3759.1	1195	129256.7	113643	2823.7	121127.6	35712.9	46171.8	1968	2181.3	34162.8	30380.1	13980	38059.7	1836.2	73826.9	39346.8	49186.9	34328.6	42354.2	14460.7	74968.9	72649.8	13942.7	45405	43069.5	13860.6	10576.9	53814.8
20	27190.8	206145.3	79196.4	27895.6	73916.2	36838.3	43594.4	108618.7	27794.3	28214.1	35363.3	54998	60766.3	90985	71237.8	47165.1	4889.8	69699.9	28428.9	0	113548.6	67572.9	51619.3	104002.2	59190.8	32697.5	62220.4	27975.5	35972.3	44497.1	28020.9	60876.6	63972	33824	99314	30385.2	72365.8	44642.5	26460.9	29036.7	66813.6	47018.7	59668.1	27200.5	28362.1	102430.7	88964	30004.6	96448.6	49702.8	69613.2	28674.5	28627.7	57579.1	56128.3	33083.5	63807.9	27585.8	54160.2	62763.1	72628.3	42025.6	59414.5	37877	48142.9	50214.8	27156.2	48027.4	52517.1	37302	23032.2	29135.8
21	106352.1	302598.2	35523.5	137967.8	42326.5	119978.8	156322.4	80795.2	140522.3	140942.1	139459	75946.8	173494.3	33225.8	62582.1	70665.7	111759.6	75025.7	140267.8	113808.8	0	159417.3	124979.9	75812.6	64233	145425.5	64883.7	140440.3	78623.7	138819.8	140748.9	148241.3	58251	88652	69498	138597.9	183498.5	157370.5	124854.4	139562.7	48416.1	75850.6	145757.1	139928.5	140670.8	12082.7	77718.2	139034.5	63975	126885.5	182341.2	138880.2	139097.1	143009.7	164506	145811.5	169356.8	140313.8	73931.6	141957.4	185112.7	119497.5	169486.7	138175.5	65599.7	95702.3	139884.2	115970.1	120459.8	150030	131244.9	89160.6
22	54202.6	219705.5	130478	73380	121794.4	96035.3	41658.4	172793.1	46080.6	48335.2	32930.5	119172.4	53920.6	141537.1	132912.7	88992	65689.1	133874.3	44440.9	68061.2	159729.6	0	36891.2	168176.6	98729	51560	124507.4	44613.4	98269.7	24886.3	48856.3	13918	125256.5	71731.9	163488.4	41666.8	29210.3	41763.9	51876.7	43735.8	120681.9	111193.1	16987.2	47392	44843.9	148611.7	153138.4	42152	159901.2	35634.6	44308.1	42882.1	43346.6	18029.1	17632.4	53033.5	10617.4	45469.1	87665.9	20790.1	54998	42528.5	62746.5	30098.2	109895.4	114389.2	56578.5	44993.2	41612.2	43388.1	52337.3	93310.2
23	24974.2	235820.1	100493.7	72002.7	92532.5	87574.4	55032.7	146620.6	40123.9	42448.9	28223.3	97834.4	72204.6	111552.8	103684.3	58013.9	47545.1	111258	38484.2	51417.5	125264.3	36535.5	0	141125.5	63047.8	50182.7	95279	38656.7	69945.8	19528.1	43893.6	24629.4	96028.1	41394.1	135505.5	34172.2	64206.8	56080.8	26120	37779.1	91453.5	84770.3	22816.4	41435.3	38887.2	114146.4	127107.1	36195.3	130672.8	3262.2	78565.7	36925.4	37389.9	19397.8	45214.3	51656.2	46475	39512.4	51984.7	21430.1	84066.6	10785.9	80030.4	25391	80667	94603.1	51273	9203.3	6380.3	48124.9	42774.6	74663.5
24	117452	279560.2	56348	120727.9	61601.1	96940.8	144399.5	6390.8	128599.4	129019.2	135874.7	52182	159321.9	47260.3	37716.5	93290.7	105247.1	38744.7	129234	104333.4	76471.4	168084.3	141551.8	0	98830	133502.6	47356	128780.6	73857.4	145008.5	128826	161388	48122.2	105930.3	7581.5	130896.6	173170.9	145447.6	126972.3	129841.8	57621.3	64122.3	160179.5	128005.6	129167.2	67349.8	18697.4	130809.7	12965.2	142171.4	170418.3	129479.6	129432.8	158090.5	156933.4	133888.6	164613	128390.9	108085.8	161216.6	166489.4	131958.1	150863.4	138388.4	61227.2	72664.3	127961.3	136439.8	140929.5	138107.1	123543.6	75493.1
25	46823.2	262232.4	45250.1	86850	38539.3	79714.7	100818.9	104081.9	83113.6	85438.6	79930.1	61162.9	117990.8	55799.4	64945.8	13014.7	55878	73865.1	81473.9	59635.8	64279.7	98089.3	62921.8	98849.4	0	91947.2	57696.7	81646.4	41252	79290.9	87270.6	86183.2	54102.3	28675.1	92774	79804	123969.6	101867	65325.5	80768.8	44322.5	54011.8	83699	84425	81876.9	53161.8	87901.8	80240.6	87472.2	64827.4	126837.7	80086.3	80303.2	80951.6	104977.1	92333.2	108028.8	82502.1	11873.5	79899.3	129852.8	59520.6	118368.9	78646.6	44479.2	65909.3	86405.9	53912	58401.7	94526.5	75723.6	48960.9
26	46802.3	185885.4	110724.3	21942.5	105781.4	44597.8	15056.2	137762.7	10760.2	8240.3	23500.9	84142	32228.1	122512.9	100937	79606.6	37331.3	98843.9	12402.6	32794.6	145076.5	51749.9	49902.4	133146.2	91632.3	0	91929.6	11949.2	66592.5	32634.7	8161.6	49014.2	95499.9	65004.6	128458	18230.8	46550.2	16104.3	28185.2	13010.4	98341.5	76162.7	47805.7	9268.9	12220.7	133958.6	118108	14377.6	125592.6	47266.8	41075	13521.9	13735.2	45716.7	34541.6	1596	42221.2	11064.5	85380.8	50900.7	44090.1	45882.5	30095.7	26014.6	79670.8	68655.9	6871.2	56958.9	54623.4	8763.8	21094.6	58279.8
27	71445.1	239310.1	30715.5	80477.8	26754.6	56690.7	103058.1	53004	87258	87677.8	92802.8	11949.8	119071.8	36183.5	10067.7	49457.4	60986.4	17020.3	87892.6	62023	65067.7	124510.3	95544.9	47508.9	57404.5	92161.2	0	87439.2	27850.5	101936.6	87484.6	117814	8236.4	59923.4	41888.9	87824.7	131829.5	104106.2	83900.4	88500.4	18332.7	18887.6	116090.3	86664.2	87825.8	53949.8	33490.5	88261.3	37056.2	96164.5	129076.9	88107	88091.4	112671.7	115592	92547.2	123271.6	87049.5	64976.8	115209.7	126239.3	85951.2	110613.3	95316.5	15220.3	32414.2	86619.9	90432.9	94922.6	96765.7	80471.7	34151.7
28	35387.4	197809	105924.3	33991.6	100881.2	53587.9	19818.1	132962.7	2113.9	4437.8	12086	79342	36990	117712.9	96137	70849.8	30356.7	94043.9	987.7	27994.6	140276.5	44295.6	38487.5	128346.2	81861.1	12171.6	87129.6	0	61792.5	21219.8	5882.5	37599.3	90699.9	53589.7	123658	6815.9	46127.5	20866.2	16770.3	1595.5	93541.5	71362.7	36390.8	3424.2	522.4	129158.6	113308	2962.7	120792.6	35851.9	45836.9	2107	2320.3	34301.8	29890	13645.1	37569.6	1501.2	73965.9	39485.8	48852	34467.6	42019.3	14599.7	74870.8	72314.8	13607.7	45544	43208.5	13525.7	10715.9	53479.8
29	46189	225765.6	44349.1	59615.2	39539.3	43146.2	77969.8	79326.8	62169.7	62589.5	66024.1	28244.3	95141.7	56137.7	36390.5	28795.1	34207.7	41667.9	62715.9	36256.9	78701.3	98233.7	70288.8	73831.7	41185.3	67072.9	27985.2	62350.9	0	75157.9	62396.3	91537.4	29124.7	38148.1	68211.7	61046	106741.2	79017.9	57121.7	62010.8	31966.3	15219.1	90328.9	61575.9	62737.5	67583.4	59813.3	61482.6	63379	70908.4	103988.6	61328.3	61545.2	87415.6	90503.7	67458.9	98183.3	61961.2	44820	89953.6	106760.1	60695.1	91134.1	68537.8	13295.6	25051.9	61531.6	65871.9	70361.6	71677.4	53693	10808
30	33675	218647.6	109950.4	54830.2	101266.8	74080.7	36610.7	149663.9	22951.4	25276.4	9801.3	96043.2	53782.6	121009.5	110406	68464.4	42559.9	110745.1	21311.7	44932	139202	24721.7	19540.5	145047.4	79475.7	33010.2	102000.7	21484.2	75140.5	0	26721.1	18025.4	103140.2	51204.3	140359.2	18537.6	46050.6	37658.8	28973.5	20606.6	100154.3	88063.9	16816.9	24262.8	21714.7	128084.1	130009.2	19022.8	137394.5	16941.6	60409.5	19752.9	20217.4	14727.9	27058.1	34483.7	33349.8	22339.9	70315.2	19911.9	65644.6	22000.9	62532.4	6969	87311.1	91260	34100.5	27642.5	24261.5	29702.9	29208.1	70181
31	40600.7	193943.4	106500.1	30126	101557.2	52781.3	16446.5	133538.5	4558.6	1697	17299.3	79917.8	33618.4	118288.7	96712.8	75382.4	33107.1	94619.7	6201	28570.4	140852.3	49099	43700.8	128922	87408.1	8306	87705.4	5747.6	62368.3	26433.1	0	42812.6	91275.7	58803	124233.8	12029.2	48128.2	17494.6	21983.6	6808.8	94117.3	71938.5	41604.1	3067.3	6019.1	129734.4	113883.8	8176	121368.4	41065.2	42465.3	7320.3	7533.6	39515.1	31890.7	9779.5	39570.3	4862.9	79179.2	44699.1	45480.4	39680.9	38153.7	19813	75446.6	71404.9	7841.9	50757.3	48421.8	10154.1	14893	54055.6
32	47713.7	232484.7	124042.6	71470.5	115305.5	90721	50157.5	166304.2	39591.7	41916.7	26441.6	112683.5	64804.3	135101.7	126423.8	81562.8	59200.2	127385.4	37952	61572.3	148813.2	13710.2	24758.9	161687.7	86596.7	49650.5	118018.5	38124.5	91780.8	18397.4	43361.4	0	118767.6	64807.5	156999.5	35177.9	41989.5	50263	45387.8	37246.9	114193	104704.2	3668.6	40903.1	38355	137695.3	146649.5	35663.1	153412.3	23502.3	57087.3	36393.2	36857.7	6011.9	28997.1	51124	23649.7	38980.2	75533.6	7617.4	67777.2	33319	73554.1	23609.3	103406.5	107900.3	50740.8	32860.9	29479.9	46343.2	45848.4	86821.3
33	72368.8	246497	24044	87664.7	20083.1	63877.6	106866.7	53566.5	91066.6	91486.4	94120.3	19136.7	124038.6	28945.6	11097	46932.1	62303.9	20753.2	90812.1	64353.1	58396.2	125434	96468.6	48071.4	54154.9	95969.8	8073.6	90984.6	29168	103254.1	91293.2	118737.7	0	60847.1	42192.3	89142.2	135638.1	107914.8	85217.9	90107	11661.2	25409.3	117014	90472.8	91215.1	47278.3	34053	89578.8	37359.6	97088.2	132885.5	89424.5	89641.4	113595.4	119400.6	96355.8	127080.2	90858.1	61727.2	116133.4	133426.2	86874.9	117800.2	96634	16144	39601.1	90428.5	91356.6	95846.3	100574.3	81789.2	39704.9
34	18696.4	239551	61521	61301.3	53559.8	63939.5	72692.1	111237.4	54986.8	57311.8	51803.3	62451.2	89864	72580.1	68301.1	18721.8	30214.7	75874.8	53347.1	34087.1	89078.8	71761.6	41218.4	105742.3	28716.8	65045.6	59895.8	53519.6	37899.9	51164.1	58756.5	64479.8	60644.9	0	100122.3	51677.2	95842.8	73740.2	37198.7	52642	53604.9	51964.1	61995.6	56298.2	53750.1	77960.9	91723.9	52113.8	95289.6	43124	98710.9	51959.5	52176.4	59248.2	76850.3	66784.5	81701.1	54375.3	20915.3	58195.9	101726	32404	92820.2	50519.8	45283.8	62557.2	60857.2	32208.6	36698.3	66399.7	50060.3	44285.3
35	111549.8	274822.1	49658.4	115989.8	55319.8	92202.7	139661.4	12383.9	123861.3	124281.1	131136.6	47443.9	154583.8	40570.7	31887.1	87009.4	100509	37105.2	124495.9	99595.3	69781.8	163346.2	135649.6	7401.3	92548.7	128764.5	41453.8	124042.5	67955.2	140270.4	124087.9	156649.9	41977.9	100028.1	0	126158.5	168432.8	140709.5	122234.2	125103.7	51340	59384.2	155441.4	123267.5	124429.1	60660.2	19082.2	126071.6	6275.6	136269.2	165680.2	124741.5	124694.7	153352.4	152195.3	129150.5	159874.9	123652.8	101804.5	155314.4	161751.3	126055.9	146125.3	133650.3	55325	67926.2	123223.2	130537.6	135027.3	133369	118805.5	70755
36	33178.2	203862.5	103952.2	40045.1	98672	59295.6	25871.6	135251.5	8166.3	10491.3	9085.8	81630.8	43043.5	115740.8	95993.6	68640.6	28147.5	96332.7	6526.6	30519.6	138304.4	41295.4	34048.6	130635	79651.9	18225.1	87588.3	6699.1	60728.1	18219.6	11936	34599.1	88727.8	51380.5	125946.8	0	52336.2	26919.7	14561.1	5821.5	91569.4	73651.5	33390.6	9477.7	6929.6	127186.5	115596.8	4237.7	122982.1	31413	51890.4	4967.8	5350.4	31301.6	34682.1	19698.6	42361.7	7554.8	71756.7	36485.6	54905.5	30784.6	48072.8	11599.5	72898.7	76847.6	19315.4	41385.2	38769.6	19579.2	12309.4	55768.6
37	78248.5	191035.5	151266.1	68345.3	145840.3	90792.8	31692.8	178304.5	47027.9	47417.3	50340.7	124683.8	28990	163054.7	141478.8	113037.9	77793.7	139385.7	47606.4	73336.4	183775.5	29193.5	64114	173688	124049.2	46525.3	132471.4	47029.3	107134.3	46042.6	47938.4	42109.3	136041.7	95777.8	168999.8	53591.3	0	31461.9	64207.3	48214.2	138883.3	116704.5	45178.5	48445.9	47051.6	172657.6	158649.8	49581.4	166134.4	61515.1	15638.1	48725.7	48939	46220.4	20028.5	47998.8	20739.8	46453.6	114888.7	48981.4	26328	66574.4	37815.9	51134.9	120212.6	114850.9	52246.7	72216	68835	38649.8	56294	98821.6
38	55469.6	192926.9	122482.2	37835.6	117539.3	60490.9	1183.1	149520.6	19427.5	16907.6	32168.2	95899.9	17035.5	134270.8	112694.9	90932	49089.2	110601.8	21069.9	44552.5	156834.4	42125.2	56051.2	144904.1	101943.3	16015.6	103687.5	20616.5	78350.4	37551.3	17428.7	50427.9	107257.8	73671.9	140215.9	26898.1	31357.6	0	36852.5	21677.7	110099.4	87920.6	52722.3	17936.2	20888	145716.5	129865.9	23044.9	137350.5	53452.3	25882.4	22189.2	22402.5	50633.3	24916.9	17489.1	32596.5	19731.8	94048.1	55817.3	28897.5	54549.8	25785.3	34681.9	91428.7	84549	21737	64153.2	60772.2	8140.1	29761.9	70037.7
39	18729.7	213603.5	95678.1	47668.9	86994.5	61394.3	35612.6	131325.5	17907.3	20232.3	19575.8	77704.8	52784.5	106737.2	92067.6	54192.1	24221.5	92406.7	16267.6	26593.6	124929.7	51785.4	25990.1	126709	65203.4	27966.1	83662.3	16440.1	56802.1	28709.6	21677	45089.1	84801.8	36932	122020.8	14597.7	62077.2	36660.7	0	15562.5	85882	69725.5	43880.6	19218.7	16670.6	113811.8	111670.8	15034.3	119056.1	23354.5	61631.4	14880	15096.9	41061.5	45379.7	29439.6	53059.3	17295.8	57308.2	43599.5	64646.5	17809.9	57813.8	22089.5	68972.7	72921.6	29056.4	28886.3	30711.1	29320.2	16773.8	51842.6
