,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84
0,0.0,232606.0,77306.5,59351.4,54356.3,68622.9,63299.0,54397.0,122677.5,36691.7,39016.7,34186.2,73891.3,71568.9,88365.6,79741.2,35820.5,23269.7,87314.9,35052.0,27142.1,106558.1,54144.5,25179.1,117182.4,46831.8,46750.5,71335.9,35224.5,46081.9,,,33547.0,37110.9,40461.4,47448.2,72085.0,18560.4,111562.4,33382.1,78225.7,56732.0,55445.1,24395.4,18903.6,34346.9,67510.4,60906.4,45724.5,63125.9,38003.1,30075.7,35455.0,95440.2,103164.0,33818.7,106729.7,25798.7,44566.0,80415.8,33664.4,33881.3,96584.9,42305.9,59233.2,48224.0,100483.7,64084.0,36080.2,38936.6,44843.9,83430.9,15585.4,76598.2,32902.7,56723.9,70739.2,47840.8,21587.2,26076.9,48104.6,34281.0,102797.1,50388.1,65835.0
1,232977.1,0.0,268917.6,270163.0,179687.3,264956.7,185330.3,194275.8,283528.5,197228.2,194708.3,209968.9,229436.9,177643.5,275391.2,249053.1,250574.5,210676.1,245932.8,198870.6,206474.5,303269.8,220323.9,236370.4,280202.2,262977.6,186768.8,239979.3,198417.2,226098.0,,,219102.7,196345.5,194629.6,233239.7,247036.9,239610.3,275514.0,204698.8,191599.4,253396.0,194044.9,235910.6,214653.2,199478.4,256534.8,229927.9,234273.7,213817.1,195736.9,240056.5,198688.7,292151.9,263873.8,200845.6,272648.6,233734.8,189350.2,176228.7,199989.9,200203.2,274982.5,232184.7,210329.6,185999.8,274588.7,211870.2,197532.5,259946.5,237368.7,165685.0,232350.5,174093.3,212482.6,238006.7,207862.4,192801.1,243426.9,241091.4,195231.8,207562.6,268969.1,215922.6,208336.6
2,77569.9,268322.1,0.0,29049.8,103691.7,9606.4,85702.7,122046.3,60766.4,106246.2,106666.0,109299.9,41670.7,139218.2,13017.4,31632.3,43618.3,77483.5,41288.5,105991.7,79532.7,35586.9,130635.1,100508.9,55783.8,45262.5,111149.4,30607.6,106164.2,44347.6,,,110037.6,105266.6,106472.8,123770.3,23974.9,61604.6,49469.2,104321.8,150817.7,22665.0,123094.4,100436.1,96072.2,105286.6,14140.0,41574.5,121286.1,139616.5,105652.4,48715.2,106394.7,24469.0,54588.3,104758.4,43946.2,102414.5,109787.9,148065.1,104604.1,104821.0,21798.7,118538.7,134580.2,111535.4,30085.8,140574.6,106037.7,54961.1,117486.4,150836.6,92076.0,135210.6,109393.3,31323.6,61426.2,105608.1,91499.1,95988.8,115753.9,96968.8,36418.8,54884.5,142325.6
3,59283.2,269782.4,29061.8,0.0,97879.3,22351.0,87163.0,113278.9,87893.6,95573.6,97898.6,92390.1,50953.1,130450.8,39611.1,52736.1,23596.8,66907.3,62392.3,93933.9,70665.1,48091.4,112348.4,77911.0,82661.1,17164.1,102976.5,46802.6,94106.4,44427.5,,,91750.9,95992.8,98299.9,101172.4,41892.6,41583.1,76585.7,92264.0,136429.6,21496.6,114327.0,77838.2,77785.5,93228.8,31225.2,46134.6,98688.2,121201.8,96885.0,35617.8,94336.9,36973.5,75692.1,92700.6,71283.9,79816.6,101615.0,139297.7,92546.3,92763.2,49865.4,95940.8,117437.1,103362.5,58152.5,122287.9,94962.1,26862.7,94888.5,142312.8,72428.6,129398.2,91106.6,35842.1,66430.0,97435.2,68901.2,73390.9,106986.5,86752.9,63523.2,54824.8,124038.9
4,53989.7,178957.4,103635.6,97494.9,0.0,98692.7,23875.7,36852.1,123599.9,32556.1,30036.2,45296.8,69508.3,41164.8,115462.6,89124.5,73964.0,31688.7,86004.2,34198.5,27487.1,137987.8,73545.8,71698.3,120273.6,85989.7,21953.5,80050.7,33745.1,59503.8,,,54430.6,31673.4,29957.5,70810.1,87108.3,60622.9,115585.4,40026.7,69421.6,86801.8,37900.2,71238.5,47121.7,34806.3,91252.8,66080.1,69601.6,69034.2,31064.8,65737.6,34016.6,126869.9,103945.2,36173.5,112720.0,69062.7,24678.1,54050.9,35317.8,34896.5,115053.9,67512.6,56337.5,20875.4,114660.1,64017.1,32860.4,80959.1,72696.6,48332.3,64819.0,32706.3,47810.5,72582.1,47933.8,27676.7,74826.3,76419.3,30559.7,30709.9,109040.5,49328.4,64165.2
5,68729.7,264218.9,9557.7,22326.7,98664.4,0.0,81599.5,117019.0,66931.5,101218.9,101638.7,101836.6,37567.5,134190.9,20616.8,30715.2,35568.0,72148.2,40371.4,100656.4,74197.4,42317.5,121794.9,92458.6,61699.0,38539.4,106122.1,26504.4,100828.9,39459.9,,,101197.4,100239.3,101445.5,115098.6,19871.7,53554.3,55623.6,98986.5,145876.1,13824.8,118067.1,92385.8,87232.0,99951.3,8989.1,37471.3,113235.8,130776.3,100625.1,39875.0,101059.4,31199.6,53671.2,99423.1,50321.8,93449.1,104760.6,143037.8,99268.8,99485.7,30663.2,110488.4,126883.6,106508.1,38441.3,131734.4,101010.4,48238.0,109436.1,145809.3,83235.8,130183.3,100553.1,27220.4,57323.0,100580.8,83448.8,87938.5,110726.6,91633.5,42561.1,49857.2,133485.4
6,63493.6,184551.4,85566.5,86811.9,24156.7,81605.6,0.0,59821.4,100177.4,53882.4,53005.5,65216.0,46085.8,62750.7,92040.1,65702.0,67167.3,41192.6,62581.7,54517.0,36991.0,119918.7,96515.1,87588.6,96851.1,79570.4,44922.8,56628.2,54063.6,42746.9,,,74349.8,52902.8,52926.8,90729.3,63685.8,63886.8,92162.9,59945.9,91007.5,70044.9,60869.5,87138.4,61711.1,55124.8,73183.7,46576.8,89520.8,92003.5,53288.6,56649.3,54450.2,108800.8,80522.7,56092.7,89297.5,84953.0,47647.4,75636.8,54762.6,54715.8,91631.4,87431.8,79306.8,43844.7,91237.6,86986.4,53673.9,81633.6,92615.8,69918.2,78328.4,54292.2,67729.7,54655.6,24511.3,50646.0,84330.2,88819.9,53529.0,49971.0,85618.0,32571.5,87134.5
7,54455.5,193123.9,121468.1,113448.8,36821.5,116525.2,59476.8,0.0,148506.5,18413.4,15893.5,31154.1,94885.8,17232.5,133256.7,111680.8,89917.9,48075.1,109587.7,20055.8,43538.4,155820.3,42018.1,55037.1,143890.0,100929.2,15001.5,102673.4,19602.4,77336.3,,,36537.2,17530.7,16414.6,50320.8,106243.7,72657.8,139201.8,25884.0,31554.6,104634.3,1108.7,54577.3,35838.4,20663.6,109085.3,86906.5,51708.2,37506.5,16922.1,82124.0,19873.9,144702.4,128851.8,22030.8,136336.4,52438.2,12946.8,26079.4,21175.1,21388.4,135976.0,49619.2,24809.8,16475.0,135582.2,32489.4,18717.7,93034.0,54803.2,29094.5,53535.7,25982.3,33667.8,90414.6,83534.9,20722.9,63139.1,59758.1,7126.0,28747.8,132656.9,69023.6,32637.5
8,123107.6,283250.4,61455.6,88029.4,124418.1,67013.2,100631.0,149161.2,0.0,133361.1,133780.9,140636.4,56943.7,163012.1,52367.9,43372.1,98702.8,110008.8,40908.9,133995.7,109095.1,81579.0,172846.0,147207.4,6528.6,104242.1,138264.3,53011.6,133542.3,79513.0,,,149770.2,132381.5,133587.7,166149.7,53777.8,111585.9,12689.1,135658.3,177932.6,73109.7,150209.3,146423.7,131734.0,134603.5,63033.4,68884.0,164941.2,174391.8,132767.3,93271.8,133928.9,72457.4,20861.6,135571.4,18072.8,147827.0,136902.8,175180.0,134241.3,134194.5,41918.4,162852.2,161695.1,138650.3,31978.4,169374.7,133152.6,113497.9,166872.2,170179.6,137613.7,154553.6,143150.1,66882.8,76354.5,132723.0,142095.4,146585.1,142868.8,128305.3,25481.9,80254.8,169522.8
9,36870.6,196524.6,105717.5,95863.9,32707.2,100774.6,53381.1,18533.7,132755.9,0.0,3153.4,13569.2,79135.2,35705.6,117506.1,95930.2,72333.0,31400.0,93837.1,2470.9,27787.8,140069.7,45778.8,39970.7,128139.4,83344.3,10887.2,86922.8,2017.5,61585.7,,,22703.0,1247.6,4598.1,39082.5,90493.1,55072.9,123451.2,8299.1,46063.5,88883.7,19581.8,39510.9,18253.5,3078.7,93334.7,71155.9,37874.0,42522.7,2139.8,65662.6,2289.0,128951.8,113101.2,4445.9,120585.8,37335.1,8702.7,44552.5,3590.2,3803.5,120225.4,35785.0,29826.0,12360.7,119831.6,37505.6,1132.8,75449.1,40969.0,47567.6,35950.8,40734.9,16082.9,74664.0,72108.0,12274.0,47027.2,44691.7,12241.3,11162.9,116906.3,53273.0,37653.7
